265,2
265,3
266,1
266,2
266,3
267,2
267,3
268,2
268,3
269,2
269,3
270,2
270,3
271,1
271,2
271,3
272,1
272,2
272,3
273,2
273,3
274,1
274,2
274,3
275,1
275,2
275,3
276,1
276,2
276,3
277,3
278,3
279,4
280,3
281,3
282,3
283,1
283,2
283,3
284,3
285,3
286,2
286,3
287,4
288,2
288,3
289,2
289,3
290,1
290,2
290,3
291,3
292,3
293,3
294,3
295,3
296,3
297,3
298,3
299,3
300,3
301,3
302,4
303,3
304,3
305,3
306,4
307,3
308,3
309,3
310,3
311,3
312,3
313,3
314,3
315,3
316,3
317,3
318,3
319,3
320,3
321,3
322,3
323,3
324,3
325,3
326,3
327,3
328,3
329,3
330,3
331,3
332,3
333,3
334,3
335,1
335,2
335,3
336,3
337,1
337,2
337,3
338,1
338,2
338,3
339,1
339,2
339,3
340,3
341,3
342,3
343,3
344,2
344,3
345,3
346,4
347,2
347,3
348,3
349,3
350,1
350,2
350,3
351,4
352,4
353,3
354,1
354,2
354,3
355,3
356,3
357,2
357,3
358,1
358,2
358,3
359,4
360,1
360,2
360,3
361,2
361,3
362,2
362,3
363,3
364,3
365,3
366,3
367,3
368,3
369,3
370,1
370,2
370,3
371,1
371,2
371,3
372,3
373,4
374,1
374,2
374,3
375,1
375,2
375,3
376,3
377,3
378,1
378,2
378,3
379,1
379,2
379,3
380,3
381,2
381,3
382,1
382,2
382,3
383,3
384,3
385,2
385,3
386,2
386,3
387,3
388,1
388,2
388,3
389,4
390,3
391,1
391,2
391,3
392,1
392,2
392,3
393,3
394,3
395,3
396,3
397,3
398,3
399,3
400,1
400,2
400,3
401,1
401,2
401,3
402,2
402,3
403,2
403,3
404,1
404,2
404,3
405,1
405,2
405,3
406,3
407,3
408,3
409,4
410,2
410,3
411,2
411,3
412,3
413,3
414,1
414,2
414,3
415,4
416,3
417,1
417,2
417,3
418,1
418,2
418,3
419,1
419,2
419,3
420,1
420,2
420,3
421,3
422,4
423,1
423,2
423,3
424,1
424,2
424,3
425,3
426,1
426,2
426,3
427,3
428,3
429,4
430,4
431,3
432,2
432,3
433,3
434,3
435,3
436,3
437,3
438,4
439,3
440,1
440,2
440,3
440,4
441,3
442,3
443,3
444,3
445,4
446,2
446,3
447,1
447,2
447,3
448,1
448,2
448,3
449,3
450,3
451,3
452,3
453,3
454,1
454,2
454,3
455,3
456,3
457,1
457,2
457,3
458,4
459,3
460,3
461,2
461,3
462,4
463,1
463,2
463,3
464,1
464,2
464,3
465,3
466,3
467,3
468,3
469,3
470,1
470,2
470,3
471,3
472,3
473,3
474,3
475,3
476,4
477,1
477,2
477,3
478,1
478,2
478,3
479,2
479,3
480,3
481,3
482,1
482,2
482,3
483,2
483,3
484,1
484,2
484,3
485,3
486,1
486,2
486,3
487,1
487,2
487,3
488,1
488,2
488,3
489,3
490,3
491,3
492,3
493,3
494,1
494,2
494,3
495,1
495,2
495,3
496,1
496,2
496,3
497,1
497,2
497,3
498,3
499,1
499,2
499,3
500,4
501,1
501,2
501,3
502,3
503,4
504,3
505,3
506,3
507,1
507,2
507,3
508,3
509,4
510,3
511,3
512,1
512,2
512,3
513,3
514,2
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,2
521,3
522,3
523,3
524,3
525,1
525,2
525,3
526,2
526,3
527,3
528,1
528,2
528,3
529,1
529,2
529,3
530,1
530,2
530,3
531,2
531,3
532,2
532,3
533,3
534,3
535,2
535,3
536,4
537,2
537,3
538,1
538,2
538,3
539,1
539,2
539,3
540,1
540,2
540,3
541,3
542,3
543,2
543,3
544,1
544,2
544,3
545,2
545,3
546,1
546,2
546,3
547,3
548,4
549,2
549,3
550,1
550,2
550,3
551,3
552,1
552,2
552,3
553,2
553,3
554,3
555,2
555,3
556,3
557,3
558,4
559,3
560,3
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,3
569,3
570,4
571,3
572,3
573,3
574,3
575,3
576,3
577,4
578,3
579,3
580,4
581,3
582,3
583,3
584,3
585,3
586,3
587,1
587,2
587,3
588,1
588,2
588,3
589,1
589,2
589,3
590,1
590,2
590,3
591,2
591,3
592,1
592,2
592,3
593,1
593,2
593,3
594,1
594,2
594,3
595,1
595,2
595,3
596,1
596,2
596,3
597,1
597,2
597,3
598,1
598,2
598,3
599,3
600,2
600,3
601,3
602,3
603,1
603,2
603,3
604,1
604,2
604,3
605,4
606,3
607,3
608,1
608,2
608,3
609,2
609,3
610,2
610,3
611,1
611,2
611,3
612,3
613,1
613,2
613,3
614,3
615,1
615,2
615,3
616,4
617,1
617,2
617,3
618,2
618,3
619,1
619,2
619,3
620,3
621,1
621,2
621,3
622,3
623,1
623,2
623,3
624,1
624,2
624,3
625,4
626,2
626,3
627,3
628,2
628,3
629,3
630,2
630,3
631,3
632,3
633,3
634,3
635,3
636,3
637,3
638,3
639,3
640,3
641,3
642,4
643,3
644,3
645,4
646,2
646,3
647,1
647,2
647,3
648,1
648,2
648,3
649,2
649,3
650,1
650,2
650,3
651,2
651,3
652,3
653,3
654,3
655,2
655,3
656,2
656,3
657,2
657,3
658,1
658,2
658,3
659,1
659,2
659,3
660,1
660,2
660,3
661,2
661,3
662,3
663,3
664,3
665,3
666,1
666,2
666,3
667,1
667,2
667,3
668,3
669,1
669,2
669,3
670,1
670,2
670,3
671,1
671,2
671,3
672,2
672,3
673,3
674,1
674,2
674,3
675,1
675,2
675,3
676,2
676,3
677,2
677,3
678,2
678,3
679,3
680,3
681,3
682,4
